api_clean,well_type
17731219,UNKNOWN
17731981,UNKNOWN
17731174,UNKNOWN
17731898,UNKNOWN
17731299,UNKNOWN
17731300,UNKNOWN
17732821H1,HORIZONTAL
17732184H1,HORIZONTAL
17731948H2,HORIZONTAL
17731277,UNKNOWN
17733578D2,DIRECTIONAL
17731770H1,HORIZONTAL
17733741H1,HORIZONTAL
17733131H1,HORIZONTAL
17733489H1,HORIZONTAL
17733742H1,HORIZONTAL
17733137H1,HORIZONTAL
17731416,UNKNOWN
17731753H2,HORIZONTAL
17731851HW,HORIZONTAL
17730580,UNKNOWN
17730399,UNKNOWN
17731739,UNKNOWN
17731988,UNKNOWN
17731751,UNKNOWN
17731737,UNKNOWN
17732112H1,HORIZONTAL
17732663H1,HORIZONTAL
17733273H1,HORIZONTAL
17732618H1,HORIZONTAL
17700636,UNKNOWN
12333522H1,HORIZONTAL
17732573H1,HORIZONTAL
17732871H1,HORIZONTAL
17733118H1,HORIZONTAL
17733309H1,HORIZONTAL
17731707,UNKNOWN
17733596H1,HORIZONTAL
12333041H1,HORIZONTAL
17732232H1,HORIZONTAL
17733018H1,HORIZONTAL
17733021H1,HORIZONTAL
17732286H1,HORIZONTAL
17732127H1,HORIZONTAL
17730577,UNKNOWN
17731423,UNKNOWN
17731492,UNKNOWN
17731663,UNKNOWN
17731619,UNKNOWN
17731738,UNKNOWN
17731979H1,HORIZONTAL
17731213,UNKNOWN
17731332,UNKNOWN
17731412,UNKNOWN
17731301,UNKNOWN
17733711H1,HORIZONTAL
17733728H1,HORIZONTAL
17733710H1,HORIZONTAL
17733730H1,HORIZONTAL
17732643H1,HORIZONTAL
17732489H1,HORIZONTAL
17732490H1,HORIZONTAL
17700526,UNKNOWN
17732620H1,HORIZONTAL
17733635H1,HORIZONTAL
17732387H1,HORIZONTAL
17733713H1,HORIZONTAL
12333039H1,HORIZONTAL
17732252H1,HORIZONTAL
12332970H1,HORIZONTAL
17732129H1,HORIZONTAL
12334021H1,HORIZONTAL
17733037H1,HORIZONTAL
17733039H1,HORIZONTAL
17733252H1,HORIZONTAL
17732771H1,HORIZONTAL
17733619H1,HORIZONTAL
17732483H1,HORIZONTAL
17731925H1,HORIZONTAL
17732709H1,HORIZONTAL
17730809,UNKNOWN
17730796,UNKNOWN
17731854H1,HORIZONTAL
17730850H1,HORIZONTAL
17731141,UNKNOWN
17731239,UNKNOWN
17730864,UNKNOWN
17733001H1,HORIZONTAL
17731238,UNKNOWN
17731928H1,HORIZONTAL
17731834,UNKNOWN
17730384,UNKNOWN
17731641,UNKNOWN
17730806,UNKNOWN
17730498H1,HORIZONTAL
17731269,UNKNOWN
17731907H1,HORIZONTAL
17732171H1,HORIZONTAL
17733096H1,HORIZONTAL
17732343H1,HORIZONTAL
17733065H1,HORIZONTAL
17730918,UNKNOWN
17730412,UNKNOWN
17731317,UNKNOWN
17730690,UNKNOWN
17731451,UNKNOWN
17732592H1,HORIZONTAL
17730611,UNKNOWN
17731237,UNKNOWN
17732177H1,HORIZONTAL
17732788H1,HORIZONTAL
17730530,UNKNOWN
17730771,UNKNOWN
17732572H1,HORIZONTAL
17733187H1,HORIZONTAL
17732564H1,HORIZONTAL
17733040H1,HORIZONTAL
17733263H1,HORIZONTAL
17732908H1,HORIZONTAL
17733301H1,HORIZONTAL
17732905H1,HORIZONTAL
17732909H1,HORIZONTAL
17731211,UNKNOWN
17731823H1,HORIZONTAL
17730632,UNKNOWN
17730556,UNKNOWN
17730825,UNKNOWN
17733169H1,HORIZONTAL
17731264,UNKNOWN
17732593H1,HORIZONTAL
17730393,UNKNOWN
17731531,UNKNOWN
17731661,UNKNOWN
17731544,UNKNOWN
17731124,UNKNOWN
17732342,UNKNOWN
17732751H1,HORIZONTAL
17732117H1,HORIZONTAL
17730414,UNKNOWN
17730644,UNKNOWN
17731925HW,HORIZONTAL
17732794H1,HORIZONTAL
17732078H1,HORIZONTAL
17731892H1,HORIZONTAL
17732448H1,HORIZONTAL
17733594H1,HORIZONTAL
12333993H1,HORIZONTAL
12332971H1,HORIZONTAL
17732903H1,HORIZONTAL
17732633H1,HORIZONTAL
17733027H1,HORIZONTAL
17732688H1,HORIZONTAL
17733562H1,HORIZONTAL
17733563H1,HORIZONTAL
17780095,UNKNOWN
17731041,UNKNOWN
17731533,UNKNOWN
17731849H1,HORIZONTAL
17731386,UNKNOWN
17732543H1,HORIZONTAL
17732544H1,HORIZONTAL
12334152H1,HORIZONTAL
17731147,UNKNOWN
17732180H1,HORIZONTAL
17730927,UNKNOWN
17733288H1,HORIZONTAL
17733166H1,HORIZONTAL
17732170H1,HORIZONTAL
17733383H1,HORIZONTAL
17733178H1,HORIZONTAL
17732100H1,HORIZONTAL
17732915H1,HORIZONTAL
17733148H1,HORIZONTAL
12333903H1,HORIZONTAL
17732516H1,HORIZONTAL
17730898,UNKNOWN
17731087,UNKNOWN
17731885H1,HORIZONTAL
17732516H2,HORIZONTAL
17732294H1,HORIZONTAL
17731968,UNKNOWN
17731418,UNKNOWN
17730410,UNKNOWN
17780044,UNKNOWN
17731382,UNKNOWN
17731387,UNKNOWN
17730464,UNKNOWN
17732772H1,HORIZONTAL
17733620H1,HORIZONTAL
17732340H1,HORIZONTAL
17732899H1,HORIZONTAL
17733548H1,HORIZONTAL
17733157H1,HORIZONTAL
17731309,UNKNOWN
17733155H1,HORIZONTAL
17732281H1,HORIZONTAL
17731859H1,HORIZONTAL
17732305H1,HORIZONTAL
17732323H1,HORIZONTAL
17732308H1,HORIZONTAL
17732300H1,HORIZONTAL
17732183HW,HORIZONTAL
17732306H1,HORIZONTAL
17732298H1,HORIZONTAL
17700650,UNKNOWN
17731534,UNKNOWN
17731699,UNKNOWN
17731489,UNKNOWN
17733608H1,HORIZONTAL
17732857H1,HORIZONTAL
17733431H1,HORIZONTAL
17733429H1,HORIZONTAL
17733192H1,HORIZONTAL
17732143H1,HORIZONTAL
17732665H1,HORIZONTAL
17732755H1,HORIZONTAL
17732576H1,HORIZONTAL
17732745H1,HORIZONTAL
17733107H1,HORIZONTAL
17730721,UNKNOWN
17732297H1,HORIZONTAL
17732529H1,HORIZONTAL
17732704H1,HORIZONTAL
17733625H1,HORIZONTAL
17733666H1,HORIZONTAL
17733341H1,HORIZONTAL
17731516,UNKNOWN
17731637,UNKNOWN
17733641H1,HORIZONTAL
17732113H1,HORIZONTAL
17732197H1,HORIZONTAL
17732724H1,HORIZONTAL
17730574,UNKNOWN
17700588,UNKNOWN
17731935H1,HORIZONTAL
17731893H1,HORIZONTAL
17732993H1,HORIZONTAL
17730507,UNKNOWN
17730907HW,HORIZONTAL
17731016,UNKNOWN
17732399H1,HORIZONTAL
17732425H1,HORIZONTAL
17732182H1,HORIZONTAL
17732567H1,HORIZONTAL
17733013H1,HORIZONTAL
17732705H1,HORIZONTAL
17731058,UNKNOWN
17732424H1,HORIZONTAL
17732465H1,HORIZONTAL
17732481H1,HORIZONTAL
17732791H1,HORIZONTAL
17733234H1,HORIZONTAL
17732126H1,HORIZONTAL
17700638,UNKNOWN
17732607H1,HORIZONTAL
17733114H1,HORIZONTAL
17732935H1,HORIZONTAL
17732011H1,HORIZONTAL
17732530H1,HORIZONTAL
17732319H1,HORIZONTAL
17732767H1,HORIZONTAL
17732379H1,HORIZONTAL
17732759H1,HORIZONTAL
17731702,UNKNOWN
17730972,UNKNOWN
17731116,UNKNOWN
17730693,UNKNOWN
17730732,UNKNOWN
17780108,UNKNOWN
17731463,UNKNOWN
17730604,UNKNOWN
17733657H1,HORIZONTAL
17732111H1,HORIZONTAL
12333037H1,HORIZONTAL
17732098H1,HORIZONTAL
17733000H1,HORIZONTAL
17732341H1,HORIZONTAL
17733036H1,HORIZONTAL
17732679H1,HORIZONTAL
17730200,UNKNOWN
17732583H1,HORIZONTAL
17732561H1,HORIZONTAL
17732144H1,HORIZONTAL
17732415H1,HORIZONTAL
17732422H1,HORIZONTAL
17731335,UNKNOWN
17730762,UNKNOWN
17731329,UNKNOWN
17730209,UNKNOWN
17731008,UNKNOWN
17730935,UNKNOWN
17730446,UNKNOWN
17731611,UNKNOWN
17732296H1,HORIZONTAL
17731650,UNKNOWN
17733673H1,HORIZONTAL
17733674H1,HORIZONTAL
17733873H1,HORIZONTAL
17733771H1,HORIZONTAL
17733769H1,HORIZONTAL
17733765H1,HORIZONTAL
17733800H1,HORIZONTAL
17733697H1,HORIZONTAL
17734008H1,HORIZONTAL
17734212H1,HORIZONTAL
17734215H1,HORIZONTAL
17733506H1,HORIZONTAL
12334423H1,HORIZONTAL
17734279H1,HORIZONTAL
17733756H1,HORIZONTAL
17733083H1,HORIZONTAL
17733334H1,HORIZONTAL
17733804H1,HORIZONTAL
17733868H1,HORIZONTAL
17730772,UNKNOWN
17731990,UNKNOWN
17733862H1,HORIZONTAL
17733089H1,HORIZONTAL
17732913H1,HORIZONTAL
17733085H1,HORIZONTAL
17730601,UNKNOWN
17730785,UNKNOWN
17730510,UNKNOWN
17732526H1,HORIZONTAL
17730425,UNKNOWN
17731045,UNKNOWN
17733278H1,HORIZONTAL
17730594,UNKNOWN
17730440,UNKNOWN
17730395H1,HORIZONTAL
17730463,UNKNOWN
17730589,UNKNOWN
17732590H1,HORIZONTAL
17730497,UNKNOWN
17730205,UNKNOWN
17733456H1,HORIZONTAL
17734186H1,HORIZONTAL
17734159H1,HORIZONTAL
17734160H1,HORIZONTAL
17732621H1,HORIZONTAL
17732924H1,HORIZONTAL
17732756H1,HORIZONTAL
12334033H1,HORIZONTAL
17733477H1,HORIZONTAL
17733526H1,HORIZONTAL
17731078,UNKNOWN
17733457H1,HORIZONTAL
17730996,UNKNOWN
17733023H1,HORIZONTAL
17733280H1,HORIZONTAL
17733795H1,HORIZONTAL
17733678H1,HORIZONTAL
17733679H1,HORIZONTAL
17731910H1,HORIZONTAL
17733244H1,HORIZONTAL
17730653,UNKNOWN
17731884H1,HORIZONTAL
17732229H1,HORIZONTAL
17732396H1,HORIZONTAL
17732395H1,HORIZONTAL
17732228H1,HORIZONTAL
17732631H1,HORIZONTAL
17732468H1,HORIZONTAL
17732362H1,HORIZONTAL
17732363H1,HORIZONTAL
17732972H1,HORIZONTAL
17732723H1,HORIZONTAL
17732226H1,HORIZONTAL
17732414HW,HORIZONTAL
17732360H1,HORIZONTAL
17732542H1,HORIZONTAL
17732414H1,HORIZONTAL
17731816H1,HORIZONTAL
17733100H1,HORIZONTAL
17732417H1,HORIZONTAL
17733116H1,HORIZONTAL
17732574H1,HORIZONTAL
17731887H1,HORIZONTAL
17732178H1,HORIZONTAL
17730768,UNKNOWN
17732214H1,HORIZONTAL
17732179H1,HORIZONTAL
17732213H1,HORIZONTAL
17732856H1,HORIZONTAL
17730704,UNKNOWN
17730899,UNKNOWN
17731810,UNKNOWN
17733245H1,HORIZONTAL
17732944H1,HORIZONTAL
17730896,UNKNOWN
17732357H1,HORIZONTAL
17731046,UNKNOWN
17732174H1,HORIZONTAL
17732447H1,HORIZONTAL
17732953H1,HORIZONTAL
17732102H1,HORIZONTAL
17732199H1,HORIZONTAL
17732792H1,HORIZONTAL
17732739H1,HORIZONTAL
17732201,UNKNOWN
17732740H1,HORIZONTAL
17732200H1,HORIZONTAL
17732095H1,HORIZONTAL
17730137H1,HORIZONTAL
17732082,UNKNOWN
17732355H1,HORIZONTAL
17732104H1,HORIZONTAL
17732077,UNKNOWN
17732108H1,HORIZONTAL
17730137HW,HORIZONTAL
17732962H1,HORIZONTAL
17732194H1,HORIZONTAL
17730670,UNKNOWN
17731926H1,HORIZONTAL
17731643,UNKNOWN
17731599,UNKNOWN
17730718,UNKNOWN
17731863H1,HORIZONTAL
17731275,UNKNOWN
17731775H1,HORIZONTAL
17731838H1,HORIZONTAL
17731502,UNKNOWN
17731226,UNKNOWN
17732021,UNKNOWN
17730984,UNKNOWN
17730980,UNKNOWN
17731486,UNKNOWN
17731953H1,HORIZONTAL
17731287,UNKNOWN
17731070,UNKNOWN
17731351,UNKNOWN
17730949,UNKNOWN
17730856,UNKNOWN
17731684,UNKNOWN
17731199,UNKNOWN
17731503,UNKNOWN
17731396,UNKNOWN
17731438,UNKNOWN
17731123,UNKNOWN
17731383,UNKNOWN
17730911,UNKNOWN
17733382H1,HORIZONTAL
17731835,UNKNOWN
17730910,UNKNOWN
17731218,UNKNOWN
17731431,UNKNOWN
17731485,UNKNOWN
17731389,UNKNOWN
17730998,UNKNOWN
17730801,UNKNOWN
17731024,UNKNOWN
17731266,UNKNOWN
17731381,UNKNOWN
17731628,UNKNOWN
17731114,UNKNOWN
17731128,UNKNOWN
17731580,UNKNOWN
17731195,UNKNOWN
17731325,UNKNOWN
17733374H1,HORIZONTAL
17731314,UNKNOWN
17731297,UNKNOWN
17731284,UNKNOWN
17731270,UNKNOWN
17731341,UNKNOWN
17731191,UNKNOWN
17731343,UNKNOWN
17732795,UNKNOWN
17731205,UNKNOWN
17731561,UNKNOWN
17730950,UNKNOWN
17731355,UNKNOWN
17731686,UNKNOWN
17731175,UNKNOWN
17731488,UNKNOWN
17731632,UNKNOWN
17731127,UNKNOWN
17730941,UNKNOWN
17731499,UNKNOWN
17731196HW,HORIZONTAL
17731476,UNKNOWN
17731536,UNKNOWN
17731445,UNKNOWN
17730635,UNKNOWN
17730779,UNKNOWN
17731155,UNKNOWN
17730824,UNKNOWN
17731494,UNKNOWN
17731080,UNKNOWN
17731397,UNKNOWN
17731189,UNKNOWN
17731056,UNKNOWN
17731283,UNKNOWN
17731254H1,HORIZONTAL
17731081,UNKNOWN
17731326HW,HORIZONTAL
17731161,UNKNOWN
17731583,UNKNOWN
17731169,UNKNOWN
17733735,UNKNOWN
17731076,UNKNOWN
17731235,UNKNOWN
17730685,UNKNOWN
17731279,UNKNOWN
17731044,UNKNOWN
17730931,UNKNOWN
17731549,UNKNOWN
17731687,UNKNOWN
17780070,UNKNOWN
17730922,UNKNOWN
17731231,UNKNOWN
17730770,UNKNOWN
17730797,UNKNOWN
17731690,UNKNOWN
17731188,UNKNOWN
17731280,UNKNOWN
17730692,UNKNOWN
17732210H1,HORIZONTAL
17732439H1,HORIZONTAL
17732762H1,HORIZONTAL
17732375H1,HORIZONTAL
17730599,UNKNOWN
17732241H1,HORIZONTAL
17732325HW,HORIZONTAL
17733260H1,HORIZONTAL
17733071H1,HORIZONTAL
17733259H1,HORIZONTAL
17733070H1,HORIZONTAL
17733629H1,HORIZONTAL
17733214H1,HORIZONTAL
17732336H1,HORIZONTAL
17732150H1,HORIZONTAL
17732264H1,HORIZONTAL
17731768,UNKNOWN
17732211H1,HORIZONTAL
17700653,UNKNOWN
17731843H1,HORIZONTAL
17732029,UNKNOWN
17731904H1,HORIZONTAL
17730114,UNKNOWN
17731911,UNKNOWN
17731665,UNKNOWN
17731832H1,HORIZONTAL
17730925,UNKNOWN
17730939,UNKNOWN
17730586,UNKNOWN
17730679,UNKNOWN
17731071,UNKNOWN
17731581,UNKNOWN
17731703,UNKNOWN
17732234H1,HORIZONTAL
17733522H1,HORIZONTAL
17730633H1,HORIZONTAL
17730120,UNKNOWN
17730123,UNKNOWN
17731028,UNKNOWN
17730968,UNKNOWN
17731511,UNKNOWN
17732074H1,HORIZONTAL
17731630,UNKNOWN
17732054,UNKNOWN
17731936H1,HORIZONTAL
17730659,UNKNOWN
17732242,UNKNOWN
17732072,UNKNOWN
17733145H1,HORIZONTAL
17731506,UNKNOWN
17733277,UNKNOWN
17731372,UNKNOWN
17733692H1,HORIZONTAL
12333286H1,HORIZONTAL
17731519,UNKNOWN
17733601H1,HORIZONTAL
17733203H1,HORIZONTAL
17732476H1,HORIZONTAL
17732075H1,HORIZONTAL
17730855,UNKNOWN
17730700,UNKNOWN
17731380,UNKNOWN
17732036,UNKNOWN
17732405H1,HORIZONTAL
17730836,UNKNOWN
17731487,UNKNOWN
17730712,UNKNOWN
17730538H1,HORIZONTAL
17730852,UNKNOWN
17731464,UNKNOWN
17780008,UNKNOWN
17731785H1,HORIZONTAL
17732009,UNKNOWN
17731421,UNKNOWN
17731868,UNKNOWN
17732586H2,HORIZONTAL
17730535,UNKNOWN
17731945,UNKNOWN
17732331H1,HORIZONTAL
17730555,UNKNOWN
17732059,UNKNOWN
17731729,UNKNOWN
17732063,UNKNOWN
17731113,UNKNOWN
17731212,UNKNOWN
17730529,UNKNOWN
17731722,UNKNOWN
17732288H1,HORIZONTAL
17700141,UNKNOWN
17730684,UNKNOWN
17780110,UNKNOWN
17730571,UNKNOWN
17730833,UNKNOWN
17731467,UNKNOWN
17730766,UNKNOWN
17730528,UNKNOWN
17731210,UNKNOWN
17733175H1,HORIZONTAL
17731220,UNKNOWN
17731766H1,HORIZONTAL
17733587H1,HORIZONTAL
17731812H1,HORIZONTAL
17731830D2,DIRECTIONAL
17730613,UNKNOWN
17731426,UNKNOWN
17732987H1,HORIZONTAL
17730618,UNKNOWN
17731987H1,HORIZONTAL
17731875H1,HORIZONTAL
17732247H1,HORIZONTAL
17731987H2,HORIZONTAL
17731902H1,HORIZONTAL
17731798H1,HORIZONTAL
17732043H1,HORIZONTAL
17732708H1,HORIZONTAL
17732125H1,HORIZONTAL
17730750H3,HORIZONTAL
17730665,UNKNOWN
17730637,UNKNOWN
17731353,UNKNOWN
17730853,UNKNOWN
17732086,UNKNOWN
17731027,UNKNOWN
17730982,UNKNOWN
17731996,UNKNOWN
17731359,UNKNOWN
17731550,UNKNOWN
17730887,UNKNOWN
17731363,UNKNOWN
17731745,UNKNOWN
17730760,UNKNOWN
17732012,UNKNOWN
17730736,UNKNOWN
17732266H1,HORIZONTAL
149,UNKNOWN
17733172H1,HORIZONTAL
17732670H1,HORIZONTAL
17733553H1,HORIZONTAL
17733170H1,HORIZONTAL
17732998H1,HORIZONTAL
17731912HW,HORIZONTAL
17731064,UNKNOWN
14933389H1,HORIZONTAL
14933390H1,HORIZONTAL
17730184,UNKNOWN
14933391H1,HORIZONTAL
14933392H1,HORIZONTAL
17732780H1,HORIZONTAL
17730773,UNKNOWN
17731912H1,HORIZONTAL
17731484,UNKNOWN
17731029,UNKNOWN
17730840,UNKNOWN
17730553,UNKNOWN
17730967,UNKNOWN
17731596,UNKNOWN
17732026,UNKNOWN
17733218H1,HORIZONTAL
17733695H1,HORIZONTAL
17732391H1,HORIZONTAL
17733216H1,HORIZONTAL
17733056H1,HORIZONTAL
17730788,UNKNOWN
17733472H1,HORIZONTAL
17730845,UNKNOWN
17732013,UNKNOWN
17732007,UNKNOWN
17730699,UNKNOWN
17730962,UNKNOWN
17733317,UNKNOWN
17731457,UNKNOWN
17730504,UNKNOWN
17731715,UNKNOWN
17730842,UNKNOWN
17730777,UNKNOWN
17731011,UNKNOWN
17732070,UNKNOWN
17732223HW,HORIZONTAL
17730391,UNKNOWN
17731038,UNKNOWN
17731760,UNKNOWN
17730871,UNKNOWN
17731515,UNKNOWN
17730223,UNKNOWN
17732020H1,HORIZONTAL
17731555,UNKNOWN
17731957,UNKNOWN
17730630H1,HORIZONTAL
17730792,UNKNOWN
17730590,UNKNOWN
17733015H1,HORIZONTAL
17733015H2,HORIZONTAL
17731833H1,HORIZONTAL
17731915HW,HORIZONTAL
17733224H1,HORIZONTAL
17730457,UNKNOWN
17733223H1,HORIZONTAL
17731914H1,HORIZONTAL
17733049H1,HORIZONTAL
17730609,UNKNOWN
17733238H1,HORIZONTAL
17732979H1,HORIZONTAL
17730816,UNKNOWN
17730406,UNKNOWN
17731886,UNKNOWN
17733425H1,HORIZONTAL
17733134H1,HORIZONTAL
17733395H1,HORIZONTAL
17730892,UNKNOWN
17732671H1,HORIZONTAL
17732451H1,HORIZONTAL
17733392H1,HORIZONTAL
17732668H1,HORIZONTAL
17730991,UNKNOWN
17733461H1,HORIZONTAL
17733464H1,HORIZONTAL
17730897,UNKNOWN
17732600H1,HORIZONTAL
17732605H1,HORIZONTAL
17732505H1,HORIZONTAL
17733663H1,HORIZONTAL
17731943,UNKNOWN
17731106,UNKNOWN
17731951H1,HORIZONTAL
17733432H1,HORIZONTAL
17733308H1,HORIZONTAL
17732604H1,HORIZONTAL
17732630H1,HORIZONTAL
12333786H1,HORIZONTAL
17733603H1,HORIZONTAL
17732651H1,HORIZONTAL
17733305H1,HORIZONTAL
17732652H1,HORIZONTAL
12334226H1,HORIZONTAL
17732653H1,HORIZONTAL
17731901H1,HORIZONTAL
17733419H1,HORIZONTAL
17733512H1,HORIZONTAL
17733298H1,HORIZONTAL
17700452,UNKNOWN
17732702H1,HORIZONTAL
17732616H1,HORIZONTAL
17732635H1,HORIZONTAL
12333213H1,HORIZONTAL
17733751H1,HORIZONTAL
17733753H1,HORIZONTAL
17730971,UNKNOWN
17730943,UNKNOWN
17730698,UNKNOWN
17730729,UNKNOWN
17733191H1,HORIZONTAL
17730983,UNKNOWN
17730876,UNKNOWN
17731313,UNKNOWN
17731292,UNKNOWN
17733025H1,HORIZONTAL
17730784,UNKNOWN
17733012H1,HORIZONTAL
17731820H1,HORIZONTAL
17731685,UNKNOWN
17732267H1,HORIZONTAL
17732155H1,HORIZONTAL
17731173,UNKNOWN
17731145,UNKNOWN
17731905H1,HORIZONTAL
17732262HW,HORIZONTAL
17733333H1,HORIZONTAL
17732010H1,HORIZONTAL
17731278,UNKNOWN
17731246,UNKNOWN
17732162HW,HORIZONTAL
17731959H1,HORIZONTAL
17731787H1,HORIZONTAL
17731870H1,HORIZONTAL
17732435H1,HORIZONTAL
17731897H2,HORIZONTAL
17731923H1,HORIZONTAL
17732777H1,HORIZONTAL
17731799H2,HORIZONTAL
17731878H1,HORIZONTAL
17733237H1,HORIZONTAL
17733233H1,HORIZONTAL
17733227H1,HORIZONTAL
17732825H1,HORIZONTAL
17733572H1,HORIZONTAL
17733158H1,HORIZONTAL
17732553H1,HORIZONTAL
17733086H1,HORIZONTAL
17733082H1,HORIZONTAL
17732933H1,HORIZONTAL
17732812H1,HORIZONTAL
17732810H1,HORIZONTAL
12333085H1,HORIZONTAL
12333043H1,HORIZONTAL
17732278H1,HORIZONTAL
17732985H1,HORIZONTAL
17732696H1,HORIZONTAL
17732753H1,HORIZONTAL
17732977H1,HORIZONTAL
17732976H1,HORIZONTAL
17733515H1,HORIZONTAL
17731068,UNKNOWN
17730813,UNKNOWN
17731841H1,HORIZONTAL
17730650,UNKNOWN
17731952H1,HORIZONTAL
17730674,UNKNOWN
17733516,UNKNOWN
17733222H1,HORIZONTAL
17730545,UNKNOWN
17730838,UNKNOWN
17733031H1,HORIZONTAL
17731167,UNKNOWN
17731930HW,HORIZONTAL
17733699H1,HORIZONTAL
17730979,UNKNOWN
17731985H1,HORIZONTAL
17731867H1,HORIZONTAL
17730640,UNKNOWN
17731133,UNKNOWN
17731895H1,HORIZONTAL
17730596,UNKNOWN
17730612,UNKNOWN
17731883H1,HORIZONTAL
17733212H1,HORIZONTAL
17731917H2,HORIZONTAL
17731882HW,HORIZONTAL
17733038H1,HORIZONTAL
17733500H1,HORIZONTAL
17731934H1,HORIZONTAL
17733053H1,HORIZONTAL
17732882H1,HORIZONTAL
17733104H1,HORIZONTAL
17730517,UNKNOWN
17731932H1,HORIZONTAL
17733101,UNKNOWN
17733397H1,HORIZONTAL
17731232,UNKNOWN
17731290,UNKNOWN
17730212,UNKNOWN
17730843,UNKNOWN
17732273HW,HORIZONTAL
17730900,UNKNOWN
17732164H1,HORIZONTAL
17733471H1,HORIZONTAL
17780064,UNKNOWN
17733251H1,HORIZONTAL
17733435H1,HORIZONTAL
17730919,UNKNOWN
17732189H1,HORIZONTAL
17731391,UNKNOWN
17733353H1,HORIZONTAL
17733196H1,HORIZONTAL
17732838H1,HORIZONTAL
17730944,UNKNOWN
17731224,UNKNOWN
17733498H1,HORIZONTAL
17732185H1,HORIZONTAL
17731433,UNKNOWN
17732205H1,HORIZONTAL
17730656,UNKNOWN
17730426,UNKNOWN
17730942,UNKNOWN
17732773H1,HORIZONTAL
17730681,UNKNOWN
17732203H1,HORIZONTAL
17732269H1,HORIZONTAL
17730993,UNKNOWN
17733411H1,HORIZONTAL
17732873H1,HORIZONTAL
17730774,UNKNOWN
17733354H1,HORIZONTAL
17733239D1,DIRECTIONAL
17732874H1,HORIZONTAL
17733478,UNKNOWN
17732943H1,HORIZONTAL
17730666,UNKNOWN
17732942H1,HORIZONTAL
17732597H1,HORIZONTAL
17732202H1,HORIZONTAL
17730926,UNKNOWN
17732206H1,HORIZONTAL
17731118,UNKNOWN
17731179,UNKNOWN
17730392,UNKNOWN
17732870H1,HORIZONTAL
17733243H1,HORIZONTAL
17732869H1,HORIZONTAL
17733067H1,HORIZONTAL
17730723,UNKNOWN
17733350H1,HORIZONTAL
17730605,UNKNOWN
17730695,UNKNOWN
17733285H1,HORIZONTAL
17731874H1,HORIZONTAL
17731140,UNKNOWN
17730965,UNKNOWN
17732195H1,HORIZONTAL
17730398,UNKNOWN
17730733,UNKNOWN
17732283,UNKNOWN
17730988,UNKNOWN
17732081H1,HORIZONTAL
17731268,UNKNOWN
17780013,UNKNOWN
17731005,UNKNOWN
17700586,UNKNOWN
17733381H1,HORIZONTAL
17731571,UNKNOWN
17732244H1,HORIZONTAL
17731096,UNKNOWN
17733286H1,HORIZONTAL
17731649,UNKNOWN
17731995,UNKNOWN
17731535,UNKNOWN
17732291,UNKNOWN
17731159,UNKNOWN
17731342,UNKNOWN
17731067,UNKNOWN
17731040,UNKNOWN
17731020,UNKNOWN
17731236,UNKNOWN
17731913,UNKNOWN
17733300H1,HORIZONTAL
17732249H1,HORIZONTAL
17733299H1,HORIZONTAL
17731896H1,HORIZONTAL
17731190,UNKNOWN
17730903,UNKNOWN
17731623,UNKNOWN
17731822,UNKNOWN
17732015H1,HORIZONTAL
17731792H1,HORIZONTAL
17731941,UNKNOWN
17730673,UNKNOWN
17730233,UNKNOWN
17730204,UNKNOWN
17730228,UNKNOWN
17730756,UNKNOWN
17731741,UNKNOWN
17730207,UNKNOWN
17733022H1,HORIZONTAL
17731586,UNKNOWN
17731291,UNKNOWN
17731473,UNKNOWN
17732674,UNKNOWN
17730634,UNKNOWN
17730751,UNKNOWN
17730625,UNKNOWN
17730390,UNKNOWN
17730395HW,HORIZONTAL
17730904,UNKNOWN
17733363H1,HORIZONTAL
17733366H1,HORIZONTAL
17732337H1,HORIZONTAL
17731965,UNKNOWN
17733103H1,HORIZONTAL
17731862H1,HORIZONTAL
17732603H1,HORIZONTAL
17731177,UNKNOWN
17732667H1,HORIZONTAL
17732588,UNKNOWN
17732824H1,HORIZONTAL
17731864H1,HORIZONTAL
17733683H1,HORIZONTAL
17733681H1,HORIZONTAL
17732749H1,HORIZONTAL
17733362H1,HORIZONTAL
17733481H1,HORIZONTAL
17730891H1,HORIZONTAL
17733482H1,HORIZONTAL
17732890H1,HORIZONTAL
17732570H1,HORIZONTAL
17731852H1,HORIZONTAL
17733426H1,HORIZONTAL
12334346H1,HORIZONTAL
12334342H1,HORIZONTAL
12334344H1,HORIZONTAL
17733748H1,HORIZONTAL
17733764,UNKNOWN
17733758H1,HORIZONTAL
17733877H1,HORIZONTAL
17733878H1,HORIZONTAL
17734026H1,HORIZONTAL
17733864,UNKNOWN
17733921H1,HORIZONTAL
17733987,UNKNOWN
17733782H1,HORIZONTAL
17733881H1,HORIZONTAL
12334508H1,HORIZONTAL
12334509H1,HORIZONTAL
12334510H1,HORIZONTAL
17733946H1,HORIZONTAL
17733960H1,HORIZONTAL
17733958H1,HORIZONTAL
17733992H1,HORIZONTAL
17733784H1,HORIZONTAL
12334370H1,HORIZONTAL
12334371H1,HORIZONTAL
12334372H1,HORIZONTAL
17733823H1,HORIZONTAL
17733824H1,HORIZONTAL
17733827H1,HORIZONTAL
17733840,HORIZONTAL
12334665H1,HORIZONTAL
17734042H1,HORIZONTAL
17733829H2,HORIZONTAL
